Object/Action_1,Object/Action_2,ActionUsedFor,HasProperty,AssociatedWith,Affordance,AtLocation,LocatedNear,CreatedBy,Action
board:chopping,bin,0,0,1,0,0,1,0,0.0
board:cutting,dry,0,0,0,1,0,0,0,1.0
lime,food,0,0,1,0,0,1,0,0.0
carafe,put,0,0,0,1,0,0,0,1.0
cover,dustbin,0,0,1,0,0,1,0,0.0
spoon,pan,0,0,1,0,0,1,0,0.0
package:mozzarella,cut,0,0,0,1,0,0,0,1.0
peeling,put-down,0,0,0,1,0,0,0,1.0
bread,remove,0,0,0,1,0,0,0,1.0
potato:baby,clean,0,0,0,1,0,0,0,1.0
bowl,put-away,0,0,0,1,0,0,0,1.0
powder:dishing,dishwasher,0,0,1,0,0,1,0,0.0
courgette,bin:rubbish,0,0,1,0,0,1,0,0.0
potato,cupboard,0,0,1,0,0,1,0,0.0
egg,pick-up,0,0,0,1,0,0,0,1.0
dressing,salad,0,0,1,0,0,1,0,0.0
aubergine,take,0,0,0,1,0,0,0,1.0
pasta,sauce,0,0,1,0,0,1,0,0.0
fridge,mushroom,0,0,1,0,0,1,0,0.0
cookie,package:cookie,0,0,1,0,0,1,0,0.0
soup,bowl,0,0,1,0,0,1,0,0.0
broccoli,rinse,0,0,0,1,0,0,0,1.0
blueberry,take-out,0,0,0,1,0,0,0,1.0
moka,tighten,0,0,0,1,0,0,0,1.0
tortilla,sauce:more,0,0,1,0,0,1,0,0.0
olive,add,0,0,0,1,0,0,0,1.0
drawer,push,0,0,0,1,0,0,0,1.0
meat,freezer,0,0,1,0,0,1,0,0.0
aubergine,plate,0,0,1,0,0,1,0,0.0
food:cooked,pot,0,0,1,0,0,1,0,0.0
plate:pasta,separate-to,0,0,0,1,0,0,0,1.0
sweetcorn,sprinkle,0,0,0,1,0,0,0,1.0
hand,stir,0,0,0,1,0,0,0,1.0
freezer,put-down,0,0,0,1,0,0,0,1.0
yeast,put,0,0,0,1,0,0,0,1.0
mat:sushi,squish,0,0,0,1,0,0,0,1.0
refrigerator,salt,0,0,1,0,0,1,0,0.0
water:add,tap,0,0,1,0,0,1,0,0.0
fridge,butter,0,0,1,0,0,1,0,0.0
pot,piece:garlic,0,0,1,0,0,1,0,0.0
pot:small,dry,0,0,0,1,0,0,0,1.0
salad,mozzarella,0,0,1,0,0,1,0,0.0
spatula,flip,0,0,0,1,0,0,0,1.0
meat:minced,form,0,0,1,0,0,1,0,0.0
salt,bean,0,0,1,0,0,1,0,0.0
box:rice,seal,0,0,0,1,0,0,0,1.0
hob,switch,0,0,0,1,0,0,0,1.0
water:tap,bean:green,0,0,1,0,0,1,0,0.0
peel,pick-up,0,0,0,1,0,0,0,1.0
mirin,pick-up,0,0,0,1,0,0,0,1.0
chicken,board:cutting,0,0,1,0,0,1,0,0.0
cooker,counter,0,0,1,0,0,1,0,0.0
can,close,0,0,0,1,0,0,0,1.0
fraiche:creme,pan,0,0,1,0,0,1,0,0.0
oil:olive,open,0,0,0,1,0,0,0,1.0
pepper,open,0,0,0,1,0,0,0,1.0
table,container:milk,0,0,1,0,0,1,0,0.0
level:water,adjust,0,0,0,1,0,0,0,1.0
bowl:salad,tomato,0,0,1,0,0,1,0,0.0
box:lunch,chocolate,0,0,1,0,0,1,0,0.0
milk,stir,0,0,0,1,0,0,0,1.0
milk,sugar,0,0,1,0,0,1,0,0.0
cup,packaging,0,0,1,0,0,1,0,0.0
bag,take,0,0,0,1,0,0,0,1.0
carafe,wash,0,0,0,1,0,0,0,1.0
leftover,bag,0,0,1,0,0,1,0,0.0
table,glass,0,0,1,0,0,1,0,0.0
mint,chop,0,0,0,1,0,0,0,1.0
salt,hand,0,0,1,0,0,1,0,0.0
light,turn-off,0,0,0,1,0,0,0,1.0
milk,tortilla,0,0,1,0,0,1,0,0.0
sink,pot:second,0,0,1,0,0,1,0,0.0
box,cube:stock,0,0,1,0,0,1,0,0.0
kettle,close,0,0,0,1,0,0,0,1.0
onion,spoon:wooden,0,0,1,0,0,1,0,0.0
garlic,processor:food,0,0,1,0,0,1,0,0.0
pot,food:cooked,0,0,1,0,0,1,0,0.0
tupperware,open,0,0,0,1,0,0,0,1.0
cream,place,0,0,0,1,0,0,0,1.0
garlic,slice-off,0,0,0,1,0,0,0,1.0
bowl,store,0,0,0,1,0,0,0,1.0
edge:carrot,chop,0,0,0,1,0,0,0,1.0
phone:mobile,get,0,0,0,1,0,0,0,1.0
saucepan,bowl,0,0,1,0,0,1,0,0.0
box,read-on,0,0,0,1,0,0,0,1.0
courgette,pan,0,0,1,0,0,1,0,0.0
bag:plastic,open,0,0,0,1,0,0,0,1.0
spoon:wooden,arrange,0,0,0,1,0,0,0,1.0
scissors,plastic,0,0,1,0,0,1,0,0.0
squash,cut,0,0,0,1,0,0,0,1.0
garbage,clean-up,0,0,0,1,0,0,0,1.0
container,place,0,0,0,1,0,0,0,1.0
granola,open,0,0,0,1,0,0,0,1.0
shelf,move,0,0,0,1,0,0,0,1.0
cabinet,bowl:glass,0,0,1,0,0,1,0,0.0
pan,celery,0,0,1,0,0,1,0,0.0
sauce,open,0,0,0,1,0,0,0,1.0
lime,saucepan,0,0,1,0,0,1,0,0.0
onion,turn,0,0,0,1,0,0,0,1.0
peach,cut,0,0,0,1,0,0,0,1.0
meat,piece:smaller,0,0,1,0,0,1,0,0.0
carafe,pick-up,0,0,0,1,0,0,0,1.0
cup:measuring,stir,0,0,0,1,0,0,0,1.0
pot,take,0,0,0,1,0,0,0,1.0
cover,bottle,0,0,1,0,0,1,0,0.0
wrap:plastic,put-on,0,0,0,1,0,0,0,1.0
mixture,bowl,0,0,1,0,0,1,0,0.0
hob,ignite,0,0,0,1,0,0,0,1.0
peel,throw,0,0,0,1,0,0,0,1.0
heat,turn-on,0,0,0,1,0,0,0,1.0
box:lunch,fridge,0,0,1,0,0,1,0,0.0
flour,cabinet,0,0,1,0,0,1,0,0.0
vinegar:chinese,get,0,0,0,1,0,0,0,1.0
hob,pan,0,0,1,0,0,1,0,0.0
side,piece:fish,0,0,1,0,0,1,0,0.0
salad,put-down,0,0,0,1,0,0,0,1.0
lime,rinse,0,0,0,1,0,0,0,1.0
skin,meat,0,0,1,0,0,1,0,0.0
milk,glass:fruit,0,0,1,0,0,1,0,0.0
spice,put,0,0,0,1,0,0,0,1.0
sandwich,compress,0,0,0,1,0,0,0,1.0
rind,toss,0,0,0,1,0,0,0,1.0
flatware,put-down,0,0,0,1,0,0,0,1.0
cup:measuring,look-for,0,0,0,1,0,0,0,1.0
paper:baking,lay,0,0,0,1,0,0,0,1.0
machine:washing,door:machine,0,0,1,0,0,1,0,0.0
pan,heat,0,0,1,0,0,1,0,0.0
grater,drop,0,0,0,1,0,0,0,1.0
hop,turn-on,0,0,0,1,0,0,0,1.0
grinder,cover,0,0,0,1,0,0,0,1.0
brush,rack,0,0,1,0,0,1,0,0.0
bowl,empty,0,0,0,1,0,0,0,1.0
plate,lather,0,0,0,1,0,0,0,1.0
microwave,open,0,0,0,1,0,0,0,1.0
fork,adjust,0,0,0,1,0,0,0,1.0
cupboard,put-down,0,0,0,1,0,0,0,1.0
sink,plug,0,0,1,0,0,1,0,0.0
package:sausage,fridge,0,0,1,0,0,1,0,0.0
box:salad,throw,0,0,0,1,0,0,0,1.0
water,fill,0,0,0,1,0,0,0,1.0
spoon:wooden,pan,0,0,1,0,0,1,0,0.0
spoon,pick,0,0,0,1,0,0,0,1.0
tomato,bowl,0,0,1,0,0,1,0,0.0
board:cutting,tap,0,0,1,0,0,1,0,0.0
sink,knife,0,0,1,0,0,1,0,0.0
temp,change,0,0,0,1,0,0,0,1.0
water,open,0,0,0,1,0,0,0,1.0
clip:bag,wash,0,0,0,1,0,0,0,1.0
filter,open,0,0,0,1,0,0,0,1.0
milk,put-back,0,0,0,1,0,0,0,1.0
pepper:red,paste:pepper,0,0,1,0,0,1,0,0.0
lid,yoghurt,0,0,1,0,0,1,0,0.0
oil:olive,search-for,0,0,0,1,0,0,0,1.0
liquid,fill,0,0,0,1,0,0,0,1.0
bottle:oil,close,0,0,0,1,0,0,0,1.0
jar:coffee,put,0,0,0,1,0,0,0,1.0
bag,move,0,0,0,1,0,0,0,1.0
jar,get,0,0,0,1,0,0,0,1.0
skin,gather,0,0,0,1,0,0,0,1.0
liquid,open,0,0,0,1,0,0,0,1.0
cupboard,colander,0,0,1,0,0,1,0,0.0
pot:coffee,screw-in,0,0,0,1,0,0,0,1.0
garlic,container,0,0,1,0,0,1,0,0.0
front,phone,0,0,1,0,0,1,0,0.0
cooker,water:hot,0,0,1,0,0,1,0,0.0
saucepan,fill,0,0,0,1,0,0,0,1.0
machine:washing,turn,0,0,0,1,0,0,0,1.0
pot,check,0,0,0,1,0,0,0,1.0
tap,dish,0,0,1,0,0,1,0,0.0
liquid,squeeze-up,0,0,0,1,0,0,0,1.0
fork,wash,0,0,0,1,0,0,0,1.0
knife,hand,0,0,1,0,0,1,0,0.0
saucepan,open,0,0,0,1,0,0,0,1.0
mug,store,0,0,0,1,0,0,0,1.0
ketchup,mayonnaise,0,0,1,0,0,1,0,0.0
tap,spoon,0,0,1,0,0,1,0,0.0
cabinet,close,0,0,0,1,0,0,0,1.0
pasta,spoon:wooden,0,0,1,0,0,1,0,0.0
piece:ginger,hand,0,0,1,0,0,1,0,0.0
soap,pour,0,0,0,1,0,0,0,1.0
coffee,grab,0,0,0,1,0,0,0,1.0
surface,jug,0,0,1,0,0,1,0,0.0
hand,bowl,0,0,1,0,0,1,0,0.0
fish,scale,0,0,1,0,0,1,0,0.0
plug,connect,0,0,0,1,0,0,0,1.0
water:tap,board:cut,0,0,1,0,0,1,0,0.0
ring:onion,get,0,0,0,1,0,0,0,1.0
paprika,take,0,0,0,1,0,0,0,1.0
spoon,pour,0,0,0,1,0,0,0,1.0
sink,bottle,0,0,1,0,0,1,0,0.0
bowl:glass,desk,0,0,1,0,0,1,0,0.0
curry:only,root,0,0,1,0,0,1,0,0.0
bag,carrot,0,0,1,0,0,1,0,0.0
processor:food,start,0,0,0,1,0,0,0,1.0
top:counter,clean,0,0,0,1,0,0,0,1.0
board:chopping,sausage,0,0,1,0,0,1,0,0.0
dishwasher,unwrap,0,0,0,1,0,0,0,1.0
foil,throw,0,0,0,1,0,0,0,1.0
packet:cookie,cookie,0,0,1,0,0,1,0,0.0
skin,bin,0,0,1,0,0,1,0,0.0
paste,mixture,0,0,1,0,0,1,0,0.0
salad,excess:water,0,0,1,0,0,1,0,0.0
pan,tap,0,0,1,0,0,1,0,0.0
salad,get,0,0,0,1,0,0,0,1.0
ginger,halve,0,0,0,1,0,0,0,1.0
fork,pick-up,0,0,0,1,0,0,0,1.0
brush,pot,0,0,1,0,0,1,0,0.0
paper,fold,0,0,0,1,0,0,0,1.0
egg,package,0,0,1,0,0,1,0,0.0
drawer,food,0,0,1,0,0,1,0,0.0
side,lid,0,0,1,0,0,1,0,0.0
noodle,stir,0,0,0,1,0,0,0,1.0
board:cutting,table:round,0,0,1,0,0,1,0,0.0
milk:pouring,bottle:milk,0,0,1,0,0,1,0,0.0
stove,flame,0,0,1,0,0,1,0,0.0
stock,pan,0,0,1,0,0,1,0,0.0
jeera,pan,0,0,1,0,0,1,0,0.0
grater,put-down,0,0,0,1,0,0,0,1.0
cup,drink-from,0,0,0,1,0,0,0,1.0
spatula,piece:meat,0,0,1,0,0,1,0,0.0
spice,pick-up,0,0,0,1,0,0,0,1.0
basket,machine:coffee,0,0,1,0,0,1,0,0.0
bag,drink,0,0,1,0,0,1,0,0.0
table,cookie,0,0,1,0,0,1,0,0.0
kettle,plug-in,0,0,0,1,0,0,0,1.0
fridge,bottle,0,0,1,0,0,1,0,0.0
floor,dry,0,0,0,1,0,0,0,1.0
box,put-up,0,0,0,1,0,0,0,1.0
container,garlic,0,0,1,0,0,1,0,0.0
cookie,eat,0,0,0,1,0,0,0,1.0
mesh,put,0,0,0,1,0,0,0,1.0
dough,finger,0,0,1,0,0,1,0,0.0
counter,turn-on,0,0,0,1,0,0,0,1.0
plate,glass,0,0,1,0,0,1,0,0.0
mushroom,pan,0,0,1,0,0,1,0,0.0
heat,switch-on,0,0,0,1,0,0,0,1.0
pot,mixture,0,0,1,0,0,1,0,0.0
carrot,garlic,0,0,1,0,0,1,0,0.0
knife,piece:chicken,0,0,1,0,0,1,0,0.0
oat,pot,0,0,1,0,0,1,0,0.0
cherry:frozen,check,0,0,0,1,0,0,0,1.0
mug,empty,0,0,0,1,0,0,0,1.0
can,drop,0,0,0,1,0,0,0,1.0
mocha,open,0,0,0,1,0,0,0,1.0
squash,chop,0,0,0,1,0,0,0,1.0
temperature:gas,adjust,0,0,0,1,0,0,0,1.0
container:sauce,open,0,0,0,1,0,0,0,1.0
fish,refrigerator,0,0,1,0,0,1,0,0.0
onion:spring,band:rubber,0,0,1,0,0,1,0,0.0
bottle,nesquik,0,0,1,0,0,1,0,0.0
top,clean,0,0,0,1,0,0,0,1.0
whisk,pick-up,0,0,0,1,0,0,0,1.0
pizza,olive,0,0,1,0,0,1,0,0.0
milk,coffee,0,0,1,0,0,1,0,0.0
drawer,teaspoon,0,0,1,0,0,1,0,0.0
utensil,rinse,0,0,0,1,0,0,0,1.0
rice,box:lunch,0,0,1,0,0,1,0,0.0
piece:smaller,slice:ginger,0,0,1,0,0,1,0,0.0
spatula,stop,0,0,0,1,0,0,0,1.0
pepper:bell,cut,0,0,0,1,0,0,0,1.0
pod:coffee,machine:coffee,0,0,1,0,0,1,0,0.0
plate,top:counter,0,0,1,0,0,1,0,0.0
paprika,check,0,0,0,1,0,0,0,1.0
timer,set-off,0,0,0,1,0,0,0,1.0
saucepan,side,0,0,1,0,0,1,0,0.0
glove,wear,0,0,0,1,0,0,0,1.0
carrot,take,0,0,0,1,0,0,0,1.0
tomato:dried,sun,0,0,1,0,0,1,0,0.0
piece:chicken,knife,0,0,1,0,0,1,0,0.0
pepper,pith,0,0,1,0,0,1,0,0.0
sauce,store,0,0,0,1,0,0,0,1.0
water:tap,brush,0,0,1,0,0,1,0,0.0
cup:coffee,take,0,0,0,1,0,0,0,1.0
tortilla,cheese,0,0,1,0,0,1,0,0.0
wok,dry,0,0,0,1,0,0,0,1.0
masala:bean,dish,0,0,1,0,0,1,0,0.0
cinnamon,spoon-in,0,0,0,1,0,0,0,1.0
pitcher,put-down,0,0,0,1,0,0,0,1.0
egg:fried,plate,0,0,1,0,0,1,0,0.0
salt,curry,0,0,1,0,0,1,0,0.0
light,turn-on,0,0,0,1,0,0,0,1.0
piece:small,ginger,0,0,1,0,0,1,0,0.0
meat:fish,take,0,0,0,1,0,0,0,1.0
ginger,piece:small,0,0,1,0,0,1,0,0.0
pane,bacon,0,0,1,0,0,1,0,0.0
oil:olive,empty,0,0,0,1,0,0,0,1.0
plug,inspect,0,0,0,1,0,0,0,1.0
rice,container,0,0,1,0,0,1,0,0.0
grass:lemon,mortar,0,0,1,0,0,1,0,0.0
plate,grab,0,0,0,1,0,0,0,1.0
salt,shelf,0,0,1,0,0,1,0,0.0
board:washing,rack:drying,0,0,1,0,0,1,0,0.0
olive,box:olive,0,0,1,0,0,1,0,0.0
watch,place-down,0,0,0,1,0,0,0,1.0
brush,take,0,0,0,1,0,0,0,1.0
sugar,put-in,0,0,0,1,0,0,0,1.0
pot:mocha,close,0,0,0,1,0,0,0,1.0
bottle,grab,0,0,0,1,0,0,0,1.0
salt,measure,0,0,0,1,0,0,0,1.0
lid,pan:frying,0,0,1,0,0,1,0,0.0
stove,regulate,0,0,0,1,0,0,0,1.0
tea,search-for,0,0,0,1,0,0,0,1.0
heat,check,0,0,0,1,0,0,0,1.0
packaging,bottle:milk,0,0,1,0,0,1,0,0.0
pot:second,sink,0,0,1,0,0,1,0,0.0
brush,plate,0,0,1,0,0,1,0,0.0
water,dump-out,0,0,0,1,0,0,0,1.0
hand:my,towel,0,0,1,0,0,1,0,0.0
hummus,fridge,0,0,1,0,0,1,0,0.0
pan,soap,0,0,1,1,0,1,0,1.0
package:salad,open,0,0,0,1,0,0,0,1.0
mug,arrange,0,0,0,1,0,0,0,1.0
parsley,take,0,0,0,1,0,0,0,1.0
rag,grab,0,0,0,1,0,0,0,1.0
leaf:lettuce,put-down,0,0,0,1,0,0,0,1.0
fish,rotate,0,0,0,1,0,0,0,1.0
olive,cupboard,0,0,1,0,0,1,0,0.0
roll:kitchen,blow,0,0,0,1,0,0,0,1.0
pizza,cut,0,0,0,1,0,0,0,1.0
yoghurt,open,0,0,0,1,0,0,0,1.0
piece:lime,move,0,0,0,1,0,0,0,1.0
ventilator,close,0,0,0,1,0,0,0,1.0
drawer,spatula,0,0,1,0,0,1,0,0.0
knife,clean,0,0,0,1,0,0,0,1.0
can,put-down,0,0,0,1,0,0,0,1.0
bag,bag:plastic,0,0,1,0,0,1,0,0.0
cupboard,strainer,0,0,1,0,0,1,0,0.0
sausage,pan,0,0,1,0,0,1,0,0.0
cover,salt,0,0,1,0,0,1,0,0.0
bag,ginger,0,0,1,0,0,1,0,0.0
water,oven:right,0,0,1,0,0,1,0,0.0
box:cereal,put,0,0,0,1,0,0,0,1.0
tap:water,open,0,0,0,1,0,0,0,1.0
caper,put-down,0,0,0,1,0,0,0,1.0
water:hot,glass,0,0,1,0,0,1,0,0.0
package:parsley,open,0,0,0,1,0,0,0,1.0
towel:tea,put-down,0,0,0,1,0,0,0,1.0
chicken,bin,0,0,1,0,0,1,0,0.0
spade,pot:left,0,0,1,0,0,1,0,0.0
jar,tomato:dried,0,0,1,0,0,1,0,0.0
passata,tip,0,0,0,1,0,0,0,1.0
sweetcorn,drain,0,0,0,1,0,0,0,1.0
pan,put,0,0,0,1,0,0,0,1.0
mesh,pasta,0,0,1,0,0,1,0,0.0
water,processor,0,0,1,0,0,1,0,0.0
trash,paper,0,0,1,0,0,1,0,0.0
bag:tea,bin,0,0,1,0,0,1,0,0.0
tuna,squidge,0,0,0,1,0,0,0,1.0
pan,sachet:flavour,0,0,1,0,0,1,0,0.0
lid,rack,0,0,1,0,0,1,0,0.0
seed:squash,remove,0,0,0,1,0,0,0,1.0
board:serving,place,0,0,0,1,0,0,0,1.0
kitchen,rinse,0,0,0,1,0,0,0,1.0
door,oil,0,0,1,0,0,1,0,0.0
gas,turn,0,0,0,1,0,0,0,1.0
towel,floor,0,0,1,0,0,1,0,0.0
cloth,stove,0,0,1,0,0,1,0,0.0
bag,celery,0,0,1,0,0,1,0,0.0
drawer,peeler,0,0,1,0,0,1,0,0.0
board:cutting,chicken,0,0,1,0,0,1,0,0.0
pot:sauce,close,0,0,0,1,0,0,0,1.0
coffee,extract,0,0,0,1,0,0,0,1.0
pot,dry,0,0,0,1,0,0,0,1.0
cup,sink,0,0,1,0,0,1,0,0.0
mushroom,fridge,0,0,1,0,0,1,0,0.0
board:chopping,mix,0,0,0,1,0,0,0,1.0
banana,pick-up,0,0,0,1,0,0,0,1.0
pan,nut:pine,0,0,1,0,0,1,0,0.0
pan,fish,0,0,1,0,0,1,0,0.0
mat,table,0,0,1,0,0,1,0,0.0
peach,shake,0,0,0,1,0,0,0,1.0
ladle,grab,0,0,0,1,0,0,0,1.0
pan,meat,0,0,1,0,0,1,0,0.0
counter,plate,0,0,1,0,0,1,0,0.0
kettle,put-down,0,0,0,1,0,0,0,1.0
sponge,rise,0,0,0,1,0,0,0,1.0
cup,stir,0,0,0,1,0,0,0,1.0
processor,water,0,0,1,0,0,1,0,0.0
drainer,put-on,0,0,0,1,0,0,0,1.0
vegetable,tofu,0,0,1,0,0,1,0,0.0
cup,sugar,0,0,1,0,0,1,0,0.0
wrapping,throw,0,0,0,1,0,0,0,1.0
noodle,bowl,0,0,1,0,0,1,0,0.0
cilantro,chop,0,0,0,1,0,0,0,1.0
fridge,packet,0,0,1,0,0,1,0,0.0
box,wash,0,0,0,1,0,0,0,1.0
cup:coffee,move,0,0,0,1,0,0,0,1.0
bag:pasta,fridge,0,0,1,0,0,1,0,0.0
mug,pan,0,0,1,0,0,1,0,0.0
cereal,pour,0,0,0,1,0,0,0,1.0
water:more,bowl,0,0,1,0,0,1,0,0.0
cucumber,open,0,0,0,1,0,0,0,1.0
catcher:sink,clean,0,0,0,1,0,0,0,1.0
bottle,close,0,0,0,1,0,0,0,1.0
bin,grape,0,0,1,0,0,1,0,0.0
scale,move,0,0,0,1,0,0,0,1.0
squeezer:lime,take,0,0,0,1,0,0,0,1.0
sink,clean-around,0,0,0,1,0,0,0,1.0
bowl,rinse-up,0,0,0,1,0,0,0,1.0
honey,pick-up,0,0,0,1,0,0,0,1.0
fridge,put-in,0,0,0,1,0,0,0,1.0
cooker,switch-off,0,0,0,1,0,0,0,1.0
pot,heat:right,0,0,1,0,0,1,0,0.0
tortilla,dish,0,0,1,0,0,1,0,0.0
water,empty,0,0,0,1,0,0,0,1.0
knife,shelf,0,0,1,0,0,1,0,0.0
bowl:salad,salt,0,0,1,0,0,1,0,0.0
filter,empty,0,0,0,1,0,0,0,1.0
water,filter,0,0,0,1,0,0,0,1.0
paper,open,0,0,0,1,0,0,0,1.0
celery,take,0,0,0,1,0,0,0,1.0
knife:mincing,clean,0,0,0,1,0,0,0,1.0
tomato,pull-out,0,0,0,1,0,0,0,1.0
light,switch-on,0,0,0,1,0,0,0,1.0
egg,bowl,0,0,1,0,0,1,0,0.0
grater,wash,0,0,0,1,0,0,0,1.0
cheese,cut,0,0,0,1,0,0,0,1.0
burner,clean,0,0,0,1,0,0,0,1.0
liquid:washing,pick,0,0,0,1,0,0,0,1.0
pan,chicken,0,0,1,0,0,1,0,0.0
kettle:electronic,switch-on,0,0,0,1,0,0,0,1.0
squash,slice,0,0,0,1,0,0,0,1.0
rocket,take,0,0,0,1,0,0,0,1.0
remote,grab,0,0,0,1,0,0,0,1.0
onion:spring,fridge,0,0,1,0,0,1,0,0.0
bowl,fridge,0,0,1,0,0,1,0,0.0
herb,sprinkle,0,0,0,1,0,0,0,1.0
stock,pour,0,0,0,1,0,0,0,1.0
glass,table,0,0,1,0,0,1,0,0.0
table,wipe,0,0,0,1,0,0,0,1.0
saucepan,empty,0,0,0,1,0,0,0,1.0
dish,rack:drying,0,0,1,0,0,1,0,0.0
v60,rack:drying,0,0,1,0,0,1,0,0.0
box,pick-up,0,0,0,1,0,0,0,1.0
butter,put,0,0,0,1,0,0,0,1.0
coffee,v60,0,0,1,0,0,1,0,0.0
oregano,counter,0,0,1,0,0,1,0,0.0
board:chopping,counter,0,0,1,0,0,1,0,0.0
bag:flour,draw,0,0,0,1,0,0,0,1.0
bottle,oil,0,0,1,0,0,1,0,0.0
oil:olive,pan,0,0,1,0,0,1,0,0.0
pepper,pan,0,0,1,0,0,1,0,0.0
salsa,pot,0,0,1,0,0,1,0,0.0
can,squeeze,0,0,0,1,0,0,0,1.0
spade,move,0,0,0,1,0,0,0,1.0
cup,milk:soy,0,0,1,0,0,1,0,0.0
counter:kitchen,plate,0,0,1,0,0,1,0,0.0
cup,cupboard,0,0,1,0,0,1,0,0.0
nutella,close,0,0,0,1,0,0,0,1.0
curd:bean,source:curd,0,0,1,0,0,1,0,0.0
lettuce,slice,0,0,0,1,0,0,0,1.0
bread:white,close,0,0,0,1,0,0,0,1.0
bowl:glass,wash,0,0,0,1,0,0,0,1.0
microwave,switch,0,0,0,1,0,0,0,1.0
cooker,close,0,0,0,1,0,0,0,1.0
paella,wash,0,0,0,1,0,0,0,1.0
pan,pasta,0,0,1,0,0,1,0,0.0
rack:drying,bowl,0,0,1,0,0,1,0,0.0
filter,water:tap,0,0,1,0,0,1,0,0.0
towel:tea,hang,0,0,0,1,0,0,0,1.0
kettle,get,0,0,0,1,0,0,0,1.0
food,pan,0,0,1,0,0,1,0,0.0
mat:sushi,dishwasher,0,0,1,0,0,1,0,0.0
refrigerator,pot,0,0,1,0,0,1,0,0.0
vinegar:wine,shelf,0,0,1,0,0,1,0,0.0
glass:wine,move,0,0,0,1,0,0,0,1.0
oven,water,0,0,1,0,0,1,0,0.0
bowl,brush,0,0,1,0,0,1,0,0.0
herb,pick,0,0,0,1,0,0,0,1.0
packet:sausage,sausage:open,0,0,1,0,0,1,0,0.0
tupperware,pan,0,0,1,0,0,1,0,0.0
meat,pan,0,0,1,0,0,1,0,0.0
door:refrigerator,close,0,0,0,1,0,0,0,1.0
cumin,pick,0,0,0,1,0,0,0,1.0
cheese,knife,0,0,1,0,0,1,0,0.0
tableware,store,0,0,0,1,0,0,0,1.0
dough,put,0,0,0,1,0,0,0,1.0
package:bacon,open,0,0,0,1,0,0,0,1.0
sauce,pan,0,0,1,0,0,1,0,0.0
bread,roll,0,0,0,1,0,0,0,1.0
foil:transparent,put-down,0,0,0,1,0,0,0,1.0
glove:oven,get,0,0,0,1,0,0,0,1.0
rice,grab,0,0,0,1,0,0,0,1.0
film,packet:sausage,0,0,1,0,0,1,0,0.0
mat,put,0,0,0,1,0,0,0,1.0
short:boxer,take,0,0,0,1,0,0,0,1.0
meat,skin,0,0,1,0,0,1,0,0.0
cabbage,pan,0,0,1,0,0,1,0,0.0
trash,toss,0,0,0,1,0,0,0,1.0
box:mushroom,close,0,0,0,1,0,0,0,1.0
bowl,kiwi,0,0,1,0,0,1,0,0.0
spill:coffee,check,0,0,0,1,0,0,0,1.0
jar:spice,open,0,0,0,1,0,0,0,1.0
garlic,oil,0,0,1,0,0,1,0,0.0
box,throw,0,0,0,1,0,0,0,1.0
tablecloth,counter,0,0,1,0,0,1,0,0.0
jar,sun,0,0,1,0,0,1,0,0.0
detergent,put,0,0,0,1,0,0,0,1.0
pan,plate:top,0,0,1,0,0,1,0,0.0
pan,vinegar:wine,0,0,1,0,0,1,0,0.0
egg,open,0,0,0,1,0,0,0,1.0
coffee,grind,0,0,0,1,0,0,0,1.0
pancake,place,0,0,0,1,0,0,0,1.0
pan:frying,onion,0,0,1,0,0,1,0,0.0
glass,soap,0,0,0,1,0,0,0,1.0
pan,coconut,0,0,1,0,0,1,0,0.0
bread,bin,0,0,1,0,0,1,0,0.0
apple,cut,0,0,0,1,0,0,0,1.0
pot:teapot,rinse,0,0,0,1,0,0,0,1.0
bag,cabinet,0,0,1,0,0,1,0,0.0
bowl,yoghurt,0,0,1,0,0,1,0,0.0
wrap:plastic,put-down,0,0,0,1,0,0,0,1.0
sauce:bottle,take,0,0,0,1,0,0,0,1.0
can,wash,0,0,0,1,0,0,0,1.0
peeler,put-down,0,0,0,1,0,0,0,1.0
seed:olive,put-down,0,0,0,1,0,0,0,1.0
bowl,scour,0,0,0,1,0,0,0,1.0
butter,pick-up,0,0,0,1,0,0,0,1.0
lemon,pick-up,0,0,0,1,0,0,0,1.0
ingredient:pan,stir,0,0,0,1,0,0,0,1.0
fridge,tupperware,0,0,1,0,0,1,0,0.0
ginger,take,0,0,0,1,0,0,0,1.0
sausage,pour,0,0,0,1,0,0,0,1.0
pancake,blueberry,0,0,1,0,0,1,0,0.0
mirin,open,0,0,0,1,0,0,0,1.0
lid,saucepan,0,0,1,0,0,1,0,0.0
glass,put,0,0,0,1,0,0,0,1.0
box,lid:box,0,0,1,0,0,1,0,0.0
chicken,spoon,0,0,1,0,0,1,0,0.0
mug,pick,0,0,0,1,0,0,0,1.0
plug,sink,0,0,1,0,0,1,0,0.0
packaging:salad,close,0,0,0,1,0,0,0,1.0
chicken,slice,0,0,0,1,0,0,0,1.0
ginger,plate,0,0,1,0,0,1,0,0.0
water,pan,0,0,1,0,0,1,0,0.0
sausage:open,packet:sausage,0,0,1,0,0,1,0,0.0
soap,hand,0,0,1,0,0,1,0,0.0
soap,container:inside,0,0,1,0,0,1,0,0.0
pan,content,0,0,1,0,0,1,0,0.0
kettle,water,0,0,1,0,0,1,0,0.0
dough,roll,0,0,0,1,0,0,0,1.0
bag,bread,0,0,1,0,0,1,0,0.0
