Object/Action_1,Object/Action_2,UsedFor,CapableOf,CreatedBy,Affordance,HasA,IsA,AtLocation,LocatedNear
machine:coffee,basket,0,0,0,0,0,0,0,1
container:sugar,close,1,0,0,1,0,0,0,0
napkin,put,1,0,0,1,0,0,0,0
drawer,mug,0,0,0,0,0,0,0,1
garlic,dice,1,0,0,1,0,0,0,0
water:tap,wash-with,1,0,0,1,0,0,0,0
bread,move,1,0,0,1,0,0,0,0
powder:egg,spade,0,0,0,0,0,0,0,1
cutlery,pick-up,1,0,0,1,0,0,0,0
soup,noodle,0,0,0,0,0,0,0,1
tap,pan:wash,0,0,0,0,0,0,0,1
packaging,throw,1,0,0,1,0,0,0,0
sponge,take,1,0,0,1,0,0,0,0
bag,get,1,0,0,1,0,0,0,0
board:cut,shelf:utensil,0,0,0,0,0,0,0,1
yoghurt,add,1,0,0,1,0,0,0,0
plate,fork,0,0,0,0,0,0,0,1
machine:coffee,rack,0,0,0,0,0,0,0,1
rest:ladle,put-down,1,0,0,1,0,0,0,0
blender,pick-up,1,0,0,1,0,0,0,0
pasta,return,1,0,0,1,0,0,0,0
table,container,0,0,0,0,0,0,0,1
saucer,put,1,0,0,1,0,0,0,0
scale,set-down,1,0,0,1,0,0,0,0
piece:pasta,throw,1,0,0,1,0,0,0,0
leaf:spinach,get,1,0,0,1,0,0,0,0
wok,move,1,0,0,1,0,0,0,0
gravy,pan,0,0,0,0,0,0,0,1
cup:coffee,soap,1,0,0,1,0,0,0,0
processor,stop,1,0,0,1,0,0,0,0
bowl,mint,0,0,0,0,0,0,0,1
fridge,butter,0,0,0,0,0,0,0,1
grater,rinse,1,0,0,1,0,0,0,0
tomato:peeled,pot:small,0,0,0,0,0,0,0,1
pan,spoon:wooden,0,0,0,0,0,0,0,1
silverware,wash,1,0,0,1,0,0,0,0
honey,pick-up,1,0,0,1,0,0,0,0
pan,oregano,0,0,0,0,0,0,0,1
box:pizza,table,0,0,0,0,0,0,0,1
grinder:coffee,flip,1,0,0,1,0,0,0,0
plate:small,put-down,1,0,0,1,0,0,0,0
milk:soy,fridge,0,0,0,0,0,0,0,1
melon,put,1,0,0,1,0,0,0,0
plate,cucumber,0,0,0,0,0,0,0,1
bag,cabinet,0,0,0,0,0,0,0,1
toast,stir,1,0,0,1,0,0,0,0
bag,table,0,0,0,0,0,0,0,1
board:cutting,lather,1,0,0,1,0,0,0,0
leaf,take-off,1,0,0,1,0,0,0,0
mat,shake,1,0,0,1,0,0,0,0
caper,cut,1,0,0,1,0,0,0,0
box,open,1,0,0,1,0,0,0,0
cilantro,place,1,0,0,1,0,0,0,0
carafe,get,1,0,0,1,0,0,0,0
processor,place,1,0,0,1,0,0,0,0
washing,door:washing,0,0,0,0,0,0,0,1
packing:bean,bean:green,0,0,0,0,0,0,0,1
egg,whisk,1,0,0,1,0,0,0,0
bread,salami,0,0,0,0,0,0,0,1
holder:filter,lather,1,0,0,1,0,0,0,0
light,take-off,1,0,0,1,0,0,0,0
cookie,table,0,0,0,0,0,0,0,1
garlic,side,0,0,0,0,0,0,0,1
honey,water,0,0,0,0,0,0,0,1
pot:electronic,spade,0,0,0,0,0,0,0,1
spoon,scour,1,0,0,1,0,0,0,0
flour,bowl:glass,0,0,0,0,0,0,0,1
shelf,move,1,0,0,1,0,0,0,0
oregano,grab,1,0,0,1,0,0,0,0
egg,stick:chop,0,0,0,0,0,0,0,1
grinder:coffee,ground,0,0,0,0,0,0,0,1
lime,take,1,0,0,1,0,0,0,0
bin,squash,0,0,0,0,0,0,0,1
cupboard,brush,1,0,0,1,0,0,0,0
courgette,wash,1,0,0,1,0,0,0,0
carrot,processor:food,0,0,0,0,0,0,0,1
gravy,cupboard,0,0,0,0,0,0,0,1
ground:coffee,level,1,0,0,1,0,0,0,0
container,food,0,0,0,0,0,0,0,1
pasta,package,0,0,0,0,0,0,0,1
paprika,open,1,0,0,1,0,0,0,0
envelope,pick-up,1,0,0,1,0,0,0,0
oven,bowl,0,0,0,0,0,0,0,1
pan,courgette,0,0,0,0,0,0,0,1
mixture:flour,flour:egg,0,0,0,0,0,0,0,1
oregano,pet-down,1,0,0,1,0,0,0,0
oil,cupboard,0,0,0,0,0,0,0,1
squash,place,1,0,0,1,0,0,0,0
berry,wash,1,0,0,1,0,0,0,0
knife,scour,1,0,0,1,0,0,0,0
freezer,front,0,0,0,0,0,0,0,1
chicken,turn,1,0,0,1,0,0,0,0
lid,teapot,0,0,0,0,0,0,0,1
jar:sugar,close,1,0,0,1,0,0,0,0
yoghurt,lid,0,0,0,0,0,0,0,1
bowl,rack,0,0,0,0,0,0,0,1
salt,bacon,0,0,0,0,0,0,0,1
spaghetti,drain,1,0,0,1,0,0,0,0
breast:chicken,flip,1,0,0,1,0,0,0,0
fish,scale,0,0,0,0,0,0,0,1
aubergine,put,1,0,0,1,0,0,0,0
support,pick-up,1,0,0,1,0,0,0,0
bowl,fork,0,0,0,0,0,0,0,1
rack,glass,0,0,0,0,0,0,0,1
chopstick,put-down,1,0,0,1,0,0,0,0
cupboard,package:popcorn,0,0,0,0,0,0,0,1
watch,pick-up,1,0,0,1,0,0,0,0
reduction:balsamic,toast,0,0,0,0,0,0,0,1
oil:olive,salad,0,0,0,0,0,0,0,1
shell,place,1,0,0,1,0,0,0,0
cheese,sprinkle,1,0,0,1,0,0,0,0
apple,plate,0,0,0,0,0,0,0,1
spoon,stir,1,0,0,1,0,0,0,0
fork,take,1,0,0,1,0,0,0,0
slice:lemon,cut,1,0,0,1,0,0,0,0
source:power,oven,0,0,0,0,0,0,0,1
bin,packaging,0,0,0,0,0,0,0,1
tupperware,set-down,1,0,0,1,0,0,0,0
pepper,put-in,1,0,0,1,0,0,0,0
top,tap,0,0,0,0,0,0,0,1
rosemary,close,1,0,0,1,0,0,0,0
plate,leaf,0,0,0,0,0,0,0,1
onion:spring,leaf,0,0,0,0,0,0,0,1
pot:right,chopstick,0,0,0,0,0,0,0,1
sauce:other,water,0,0,0,0,0,0,0,1
bowl,put-up,1,0,0,1,0,0,0,0
container:food,food,0,0,0,0,0,0,0,1
bowl:salad,lather,1,0,0,1,0,0,0,0
sponge,put-on,1,0,0,1,0,0,0,0
paste:garlic,get,1,0,0,1,0,0,0,0
pan,close,1,0,0,1,0,0,0,0
tupperware,clean,1,0,0,1,0,0,0,0
cube:stock,pick-up,1,0,0,1,0,0,0,0
mixture:tuna,pick-up,1,0,0,1,0,0,0,0
pane,bacon,0,0,0,0,0,0,0,1
desk,clothes,0,0,0,0,0,0,0,1
top,throw,1,0,0,1,0,0,0,0
garlic,bulb:splitting,0,0,0,0,0,0,0,1
mixture,spoon-in,1,0,0,1,0,0,0,0
rack,lid,0,0,0,0,0,0,0,1
salt,breast:chicken,0,0,0,0,0,0,0,1
tap,plate:top,0,0,0,0,0,0,0,1
rice,shake,1,0,0,1,0,0,0,0
chorizo,slice,1,0,0,1,0,0,0,0
pasta,cheese,0,0,0,0,0,0,0,1
spinach,take-off,1,0,0,1,0,0,0,0
cafetiere,top:cafetiere,0,0,0,0,0,0,0,1
salt,pot,0,0,0,0,0,0,0,1
paella,put-down,1,0,0,1,0,0,0,0
duster,hand,0,0,0,0,0,0,0,1
refrigerator,bottle,0,0,0,0,0,0,0,1
drawer,plate,0,0,0,0,0,0,0,1
cheese,get,1,0,0,1,0,0,0,0
cucumber,piece:small,0,0,0,0,0,0,0,1
onion,slice-into,1,0,0,1,0,0,0,0
basket,move,1,0,0,1,0,0,0,0
finger,wash,1,0,0,1,0,0,0,0
bit:onion,separate,1,0,0,1,0,0,0,0
blueberry,open,1,0,0,1,0,0,0,0
cup,drink-from,1,0,0,1,0,0,0,0
bag:potato,cut,1,0,0,1,0,0,0,0
bottle:milk,open,1,0,0,1,0,0,0,0
water:hot,cooker,0,0,0,0,0,0,0,1
grape,rubbish,0,0,0,0,0,0,0,1
coffee,sugar,0,0,0,0,0,0,0,1
bin,food,0,0,0,0,0,0,0,1
sugar,pour,1,0,0,1,0,0,0,0
fridge,tupperware,0,0,0,0,0,0,0,1
spoon,bowl,0,0,0,0,0,0,0,1
packaging,bin,1,0,0,1,0,0,0,1
bottle:milk,empty,1,0,0,1,0,0,0,0
stove,switch-off,1,0,0,1,0,0,0,0
salt,meat,0,0,0,0,0,0,0,1
bag:pasta,compress,1,0,0,1,0,0,0,0
filter,wash,1,0,0,1,0,0,0,0
board,wash,1,0,0,1,0,0,0,0
container:plastic,ginger,0,0,0,0,0,0,0,1
bit:garlic,throw,1,0,0,1,0,0,0,0
finger,mixture,0,0,0,0,0,0,0,1
sink,glass,0,0,0,0,0,0,0,1
pot:moka,coffee,0,0,0,0,0,0,0,1
meat,place,1,0,0,1,0,0,0,0
pan,tap,0,0,0,0,0,0,0,1
cucumber,soup,0,0,0,0,0,0,0,1
dressing,salad,0,0,0,0,0,0,0,1
corn:sweet,rinse,1,0,0,1,0,0,0,0
knife,bowl,0,0,0,0,0,0,0,1
processor,water,0,0,0,0,0,0,0,1
mozzarella,take,1,0,0,1,0,0,0,0
tongs,put-down,1,0,0,1,0,0,0,0
lid,open,1,0,0,1,0,0,0,0
washing:dish,dishcloth,0,0,0,0,0,0,0,1
board,potato,0,0,0,0,0,0,0,1
garlic,find,1,0,0,1,0,0,0,0
plate,fetch,1,0,0,1,0,0,0,0
fork,put-away,1,0,0,1,0,0,0,0
base:pizza,put,1,0,0,1,0,0,0,0
package:salad,open,1,0,0,1,0,0,0,0
can,take,1,0,0,1,0,0,0,0
napkin,turn,1,0,0,1,0,0,0,0
pan,throw,1,0,0,1,0,0,0,0
bag:plastic,garbage,0,0,0,0,0,0,0,1
drawer,remove,1,0,0,1,0,0,0,0
spice,apply,1,0,0,1,0,0,0,0
bread:hamburger,tomato,0,0,0,0,0,0,0,1
water,dump-out,1,0,0,1,0,0,0,0
colander,drainer,0,0,0,0,0,0,0,1
tuna,pick-up,1,0,0,1,0,0,0,0
rice,cup:measuring,0,0,0,0,0,0,0,1
oregano,salad,0,0,0,0,0,0,0,1
peeler,wash,1,0,0,1,0,0,0,0
mug,pick-up,1,0,0,1,0,0,0,0
can,choose,1,0,0,1,0,0,0,0
eggshell,pick-up,1,0,0,1,0,0,0,0
cup,put-down,1,0,0,1,0,0,0,0
oven,noodle:instant,0,0,0,0,0,0,0,1
piece:small,ginger,0,0,0,0,0,0,0,1
plate,drawer,0,0,0,0,0,0,0,1
pan,drainer,0,0,0,0,0,0,0,1
filter,insert,1,0,0,1,0,0,0,0
phone:mobile,grab,1,0,0,1,0,0,0,0
jar,rinse,1,0,0,1,0,0,0,0
onion:spring,powder:flour,0,0,0,0,0,0,0,1
fraiche:creme,taste,1,0,0,1,0,0,0,0
box:fruit,open,1,0,0,1,0,0,0,0
sink,pot:second,0,0,0,0,0,0,0,1
table,container:sugar,0,0,0,0,0,0,0,1
ketchup,open,1,0,0,1,0,0,0,0
dustbin,garlic,0,0,0,0,0,0,0,1
coffee,open,1,0,0,1,0,0,0,0
processor:food,bit,0,0,0,0,0,0,0,1
mug,water,0,0,0,0,0,0,0,1
peeling:onion,pick-up,1,0,0,1,0,0,0,0
sausage,spatula,0,0,0,0,0,0,0,1
flour,fish,0,0,0,0,0,0,0,1
wine,pour,1,0,0,1,0,0,0,0
pan:frying,sauce:tomato,0,0,0,0,0,0,0,1
saucepan,rack:drying,0,0,0,0,0,0,0,1
plate,top:counter,0,0,0,0,0,0,0,1
floor,drop-on,1,0,0,1,0,0,0,0
whisk,put,1,0,0,1,0,0,0,0
water,pour-out,1,0,0,1,0,0,0,0
bowl:egg,put-on,1,0,0,1,0,0,0,0
cube:gravy,break-up,1,0,0,1,0,0,0,0
grill,put-down,1,0,0,1,0,0,0,0
door:fridge,open,1,0,0,1,0,0,0,0
mixture:cheese,pour,1,0,0,1,0,0,0,0
tap,switch-off,1,0,0,1,0,0,0,0
piece:ginger,bowl:saucepan,0,0,0,0,0,0,0,1
corn,pot,0,0,0,0,0,0,0,1
pepper,chop,1,0,0,1,0,0,0,0
bottle,throw-away,1,0,0,1,0,0,0,0
bowl:salad,salt,0,0,0,0,0,0,0,1
counter,spatula,0,0,0,0,0,0,0,1
stove,turn-off,1,0,0,1,0,0,0,0
back,machine:coffee,0,0,0,0,0,0,0,1
pot:teapot,counter,0,0,0,0,0,0,0,1
pizza,pick-up,1,0,0,1,0,0,0,0
water,test,1,0,0,1,0,0,0,0
machine:coffee,put-down,1,0,0,1,0,0,0,0
onion,stir,1,0,0,1,0,0,0,0
bowl,shelf:utensil,0,0,0,0,0,0,0,1
sausage,search,1,0,0,1,0,0,0,0
pan:serving,carrot,0,0,0,0,0,0,0,1
napkin,move,1,0,0,1,0,0,0,0
drainer,container:food,0,0,0,0,0,0,0,1
pot,cucumber,0,0,0,0,0,0,0,1
carrot,bowl:salad,0,0,0,0,0,0,0,1
coffee,stir,1,0,0,1,0,0,0,0
chopstick,place,1,0,0,1,0,0,0,0
rest,spoon,0,0,0,0,0,0,0,1
container,chicken,0,0,0,0,0,0,0,1
saucepan,hob,0,0,0,0,0,0,0,1
peeler:potato,pick-up,1,0,0,1,0,0,0,0
ham,put-down,1,0,0,1,0,0,0,0
clothes,hang,1,0,0,1,0,0,0,0
maker:coffee,put,1,0,0,1,0,0,0,0
lid,bowl,0,0,0,0,0,0,0,1
jar,get,1,0,0,1,0,0,0,0
kettle,put-down,1,0,0,1,0,0,0,0
carrot,bin,0,0,0,0,0,0,0,1
dish,tap,0,0,0,0,0,0,0,1
glass,rack,0,0,0,0,0,0,0,1
board:cutting,put,1,0,0,1,0,0,0,0
salad,cheese,0,0,0,0,0,0,0,1
grape,rinse,1,0,0,1,0,0,0,0
trash,container,0,0,0,0,0,0,0,1
bowl,drawer,0,0,0,0,0,0,0,1
pot:moka,take,1,0,0,1,0,0,0,0
tube:tube,take,1,0,0,1,0,0,0,0
bin,bag:new,0,0,0,0,0,0,0,1
almond:canned,open,1,0,0,1,0,0,0,0
piece:onion,bowl:glass,0,0,0,0,0,0,0,1
packaging,take,1,0,0,1,0,0,0,0
rice:cooked,pot,0,0,0,0,0,0,0,1
container,pasta,0,0,0,0,0,0,0,1
squash,colander,0,0,0,0,0,0,0,1
water:tap,hand,0,0,0,0,0,0,0,1
garlic,chop,1,0,0,1,0,0,0,0
ladle,drainer,0,0,0,0,0,0,0,1
bit:onion,take,1,0,0,1,0,0,0,0
bowl,shake,1,0,0,1,0,0,0,0
granola,pick-up,1,0,0,1,0,0,0,0
dish,throw,1,0,0,1,0,0,0,0
piece:pasta,take,1,0,0,1,0,0,0,0
pot,spoon:second,0,0,0,0,0,0,0,1
fridge,food,0,0,0,0,0,0,0,1
jar,table,0,0,0,0,0,0,0,1
onion,bowl,0,0,0,0,0,0,0,1
stove,switch,1,0,0,1,0,0,0,0
side,dry,1,0,0,1,0,0,0,0
mug,dry,1,0,0,1,0,0,0,0
bowl,top:counter,0,0,0,0,0,0,0,1
cup:coffee,move,1,0,0,1,0,0,0,0
pesto,sprinkle,1,0,0,1,0,0,0,0
bin,content,0,0,0,0,0,0,0,1
salad,wipe,1,0,0,1,0,0,0,0
bowl,flour,0,0,0,0,0,0,0,1
dish,drainer,0,0,0,0,0,0,0,1
bread,slice,1,0,0,1,0,0,0,0
pan,tomato:chopped,0,0,0,0,0,0,0,1
colander,bowl:salad,0,0,0,0,0,0,0,1
yoghurt,close,1,0,0,1,0,0,0,0
juicer:lime,wash,1,0,0,1,0,0,0,0
pin:rolling,bowl,0,0,0,0,0,0,0,1
bin,stuff:board,0,0,0,0,0,0,0,1
bowl:salad,soap,1,0,0,1,0,0,0,0
noodle:instant,pot,0,0,0,0,0,0,0,1
bottle:oil,close,1,0,0,1,0,0,0,0
peel,banana,0,0,0,0,0,0,0,1
liquid,machine:washing,0,0,0,0,0,0,0,1
salt,put,1,0,0,1,0,0,0,0
bottle,rinse,1,0,0,1,0,0,0,0
potato,tongs,0,0,0,0,0,0,0,1
paneer,stir,1,0,0,1,0,0,0,0
table,napkin,0,0,0,0,0,0,0,1
pot,food:cooked,0,0,0,0,0,0,0,1
vinegar,pour,1,0,0,1,0,0,0,0
plate:nut,nut,0,0,0,0,0,0,0,1
bowl:glass,onion:spring,0,0,0,0,0,0,0,1
bean:green,packaging:bean,0,0,0,0,0,0,0,1
bin,carrot,0,0,0,0,0,0,0,1
table,pesto,0,0,0,0,0,0,0,1
cloth,top:table,0,0,0,0,0,0,0,1
bin,chicken,0,0,0,0,0,0,0,1
stove,pan,0,0,0,0,0,0,0,1
leaf,put,1,0,0,1,0,0,0,0
table,sprout:cooked,0,0,0,0,0,0,0,1
salsa,mix,1,0,0,1,0,0,0,0
container,spoon,0,0,0,0,0,0,0,1
bowl:salad,put,1,0,0,1,0,0,0,0
sink,spoon:wooden,0,0,0,0,0,0,0,1
bowl:plastic,put-in,1,0,0,1,0,0,0,0
tomato:chopped,pan,0,0,0,0,0,0,0,1
cupboard,tablecloth,0,0,0,0,0,0,0,1
paper,throw,1,0,0,1,0,0,0,0
flour,bag:plastic,0,0,0,0,0,0,0,1
patty,shape-into,1,0,0,1,0,0,0,0
rag,grab,1,0,0,1,0,0,0,0
saucepan,cupboard,0,0,0,0,0,0,0,1
jar,arrange,1,0,0,1,0,0,0,0
light,switch-off,1,0,0,1,0,0,0,0
tupperware,rinse,1,0,0,1,0,0,0,0
candle,light,1,0,0,1,0,0,0,0
rubbish,throw,1,0,0,1,0,0,0,0
box:salad,throw,1,0,0,1,0,0,0,0
meat,cut,1,0,0,1,0,0,0,0
saucepan,wash,1,0,0,1,0,0,0,0
spade,sprout,0,0,0,0,0,0,0,1
tray:baking,put-down,1,0,0,1,0,0,0,0
flour,put-down,1,0,0,1,0,0,0,0
detergent,grab,1,0,0,1,0,0,0,0
piece:ginger,inspect,1,0,0,1,0,0,0,0
drawer,fold,1,0,0,1,0,0,0,0
grape,table,0,0,0,0,0,0,0,1
cup,place,1,0,0,1,0,0,0,0
shirt,take,1,0,0,1,0,0,0,0
hand:my,water:tap,0,0,0,0,0,0,0,1
piece:meat,spatula,0,0,0,0,0,0,0,1
dish:pie,base:dish,0,0,0,0,0,0,0,1
pesto,table,0,0,0,0,0,0,0,1
bottle,get,1,0,0,1,0,0,0,0
sauce:fish,put,1,0,0,1,0,0,0,0
steak:chop,get,1,0,0,1,0,0,0,0
package:bread,close,1,0,0,1,0,0,0,0
chopstick,water,0,0,0,0,0,0,0,1
part,fish,0,0,0,0,0,0,0,1
tortilla,bag,0,0,0,0,0,0,0,1
tomato,bowl:salad,0,0,0,0,0,0,0,1
bowl:salad,fill,1,0,0,1,0,0,0,0
tofu,pat,1,0,0,1,0,0,0,0
tablecloth,shake,1,0,0,1,0,0,0,0
board:chopping,clean,1,0,0,1,0,0,0,0
flame,turn-off,1,0,0,1,0,0,0,0
pot,shelf:utensil,0,0,0,0,0,0,0,1
bottle:oil,throw,1,0,0,1,0,0,0,0
onion,knife,0,0,0,0,0,0,0,1
soap,board,0,0,0,0,0,0,0,1
carrot,take,1,0,0,1,0,0,0,0
spade,shelf,0,0,0,0,0,0,0,1
shell:egg,drop,1,0,0,1,0,0,0,0
cherry,bowl,0,0,0,0,0,0,0,1
spatula,submerge,1,0,0,1,0,0,0,0
tin,stock,0,0,0,0,0,0,0,1
meat:stir,pan,0,0,0,0,0,0,0,1
seed:olive,pick-up,1,0,0,1,0,0,0,0
carrot,lettuce,0,0,0,0,0,0,0,1
cilantro,trash,0,0,0,0,0,0,0,1
squash,peel,1,0,0,1,0,0,0,0
cap:sink,pick-up,1,0,0,1,0,0,0,0
cupboard,container,0,0,0,0,0,0,0,1
rubber,refrigerator,0,0,0,0,0,0,0,1
tupperware,get,1,0,0,1,0,0,0,0
salt,spice,0,0,0,0,0,0,0,1
ginger,pick-up,1,0,0,1,0,0,0,0
towel:kitchen,unwrap,1,0,0,1,0,0,0,0
bowl:glass,stick:chop,0,0,0,0,0,0,0,1
tap,pan,0,0,0,0,0,0,0,1
pot,drawer,0,0,0,0,0,0,0,1
bread:white,nutella,0,0,0,0,0,0,0,1
skin,garlic,0,0,0,0,0,0,0,1
skin:carrot,throw,1,0,0,1,0,0,0,0
box,saucepan,0,0,0,0,0,0,0,1
hand,wipe-off,1,0,0,1,0,0,0,0
glass,soap-up,1,0,0,1,0,0,0,0
sink,close,1,0,0,1,0,0,0,0
spatula,tupperware,0,0,0,0,0,0,0,1
lid,rice,0,0,0,0,0,0,0,1
pot,shake,1,0,0,1,0,0,0,0
butter,put,1,0,0,1,0,0,0,0
jar:filter,top,0,0,0,0,0,0,0,1
kettle,place,1,0,0,1,0,0,0,0
cloth:table,fold,1,0,0,1,0,0,0,0
corncob,turn,1,0,0,1,0,0,0,0
fish,stir,1,0,0,1,0,0,0,0
tomato,dish,0,0,0,0,0,0,0,1
table,blueberry,0,0,0,0,0,0,0,1
potato,counter,0,0,0,0,0,0,0,1
moka,close,1,0,0,1,0,0,0,0
sink,drain,1,0,0,1,0,0,0,0
colander,take,1,0,0,1,0,0,0,0
drawer,pick-up,1,0,0,1,0,0,0,0
dish:tortilla,microwave,0,0,0,0,0,0,0,1
pot:left,top,0,0,0,0,0,0,0,1
rosemary,take,1,0,0,1,0,0,0,0
bowl,avocado,0,0,0,0,0,0,0,1
cucumber,plastic,0,0,0,0,0,0,0,1
sausage,tongs,0,0,0,0,0,0,0,1
ladle,dish,0,0,0,0,0,0,0,1
pasta,shake,1,0,0,1,0,0,0,0
fridge,cupboard,0,0,0,0,0,0,0,1
olive,container,0,0,0,0,0,0,0,1
potato,board,0,0,0,0,0,0,0,1
towel:kitchen,wipe-off,1,0,0,1,0,0,0,0
colander,lettuce,0,0,0,0,0,0,0,1
broccoli,rinse,1,0,0,1,0,0,0,0
pan,take,1,0,0,1,0,0,0,0
plate,clean,1,0,0,1,0,0,0,0
bowl:yoghurt,open,1,0,0,1,0,0,0,0
glass,drawer,0,0,0,0,0,0,0,1
sponge,food,0,0,0,0,0,0,0,1
machine:coffee,clean,1,0,0,1,0,0,0,0
fork,dishwasher,0,0,0,0,0,0,0,1
piece:leek,sauce,0,0,0,0,0,0,0,1
fridge,package:sausage,0,0,0,0,0,0,0,1
glass,shake,1,0,0,1,0,0,0,0
passata,tip,1,0,0,1,0,0,0,0
ring:onion,plate,0,0,0,0,0,0,0,1
milk,tortilla,0,0,0,0,0,0,0,1
water,processor,0,0,0,0,0,0,0,1
paper:baking,lay,1,0,0,1,0,0,0,0
top:counter,sponge,1,0,0,1,0,0,0,0
sponge,sink,0,0,0,0,0,0,0,1
packet,close,1,0,0,1,0,0,0,0
cutlery,drainer,0,0,0,0,0,0,0,1
cup,water,0,0,0,0,0,0,0,1
tray:baking,roll,1,0,0,1,0,0,0,0
bag,bin:trash,0,0,0,0,0,0,0,1
paper,bin,0,0,0,0,0,0,0,1
leaf:lettuce,wash,1,0,0,1,0,0,0,0
rubbish,bin,0,0,0,0,0,0,0,1
tuna,oregano,0,0,0,0,0,0,0,1
scale,side,0,0,0,0,0,0,0,1
filter,pick,1,0,0,1,0,0,0,0
sink,throw,1,0,0,1,0,0,0,0
sweetcorn,open,1,0,0,1,0,0,0,0
box:tomato,open,1,0,0,1,0,0,0,0
potato,pan,0,0,0,0,0,0,0,1
spade,mixture:food,0,0,0,0,0,0,0,1
temperature,test,1,0,0,1,0,0,0,0
paella,dry,1,0,0,1,0,0,0,0
bottle,box,0,0,0,0,0,0,0,1
cob,put,1,0,0,1,0,0,0,0
cube:stock,close,1,0,0,1,0,0,0,0
chunk,slice:potato,0,0,0,0,0,0,0,1
packaging,meat,0,0,0,0,0,0,0,1
lime,food,0,0,0,0,0,0,0,1
bag:plastic,freezer,0,0,0,0,0,0,0,1
excess,water,0,0,0,0,0,0,0,1
scrubber,pick-up,1,0,0,1,0,0,0,0
garlic,break-up,1,0,0,1,0,0,0,0
piece:smaller,onion,0,0,0,0,0,0,0,1
side:inner,pot,0,0,0,0,0,0,0,1
tableware,store,1,0,0,1,0,0,0,0
cloth:table,pick-up,1,0,0,1,0,0,0,0
board:cutting,move,1,0,0,1,0,0,0,0
ham,pick-up,1,0,0,1,0,0,0,0
skin:potato,cut,1,0,0,1,0,0,0,0
lettuce,leaf,0,0,0,0,0,0,0,1
grass:lemon,pick-up,1,0,0,1,0,0,0,0
bread,close,1,0,0,1,0,0,0,0
instruction,bag:pasta,0,0,0,0,0,0,0,1
film:cling,onion,0,0,0,0,0,0,0,1
light,turn,1,0,0,1,0,0,0,0
machine:coffee,water,0,0,0,0,0,0,0,1
paste:nut,spoon-in,1,0,0,1,0,0,0,0
sandwich,compress,1,0,0,1,0,0,0,0
pan,put-away,1,0,0,1,0,0,0,0
bowl,clean,1,0,0,1,0,0,0,0
tablet,dishwasher,0,0,0,0,0,0,0,1
cap,open,1,0,0,1,0,0,0,0
ladle,take,1,0,0,1,0,0,0,0
beef,put-down,1,0,0,1,0,0,0,0
tin,open,1,0,0,1,0,0,0,0
potato,cupboard,0,0,0,0,0,0,0,1
dishcloth,liquid:washing,0,0,0,0,0,0,0,1
sponge,wet,1,0,0,1,0,0,0,0
machine,close,1,0,0,1,0,0,0,0
lid,saucepan,0,0,0,0,0,0,0,1
pepper,meat,0,0,0,0,0,0,0,1
oil,rack,0,0,0,0,0,0,0,1
paste,mixture,0,0,0,0,0,0,0,1
food,bin,0,0,0,0,0,0,0,1
slice:cheese,put,1,0,0,1,0,0,0,0
filter,rotate,1,0,0,1,0,0,0,0
kettle,water,0,0,0,0,0,0,0,1
sauce:fish,realize,1,0,0,1,0,0,0,0
potato,wash,1,0,0,1,0,0,0,0
cloth,shake,1,0,0,1,0,0,0,0
meat,skin,0,0,0,0,0,0,0,1
bowl,mixture:whole,0,0,0,0,0,0,0,1
bowl:glass,flour,0,0,0,0,0,0,0,1
dish,take,1,0,0,1,0,0,0,0
lemon,squeeze,1,0,0,1,0,0,0,0
water,flour:egg,0,0,0,0,0,0,0,1
rack:drying,board:chopping,0,0,0,0,0,0,0,1
wastebasket,close,1,0,0,1,0,0,0,0
chopstick,brush,0,0,0,0,0,0,0,1
potato:sweet,get,1,0,0,1,0,0,0,0
tap,spoon,0,0,0,0,0,0,0,1
cup,dry,1,0,0,1,0,0,0,0
salt,chicken,0,0,0,0,0,0,0,1
vinegar:wine,pan,0,0,0,0,0,0,0,1
clothes,clean,1,0,0,1,0,0,0,0
dishwasher,place,1,0,0,1,0,0,0,0
bowl,curd:bean,0,0,0,0,0,0,0,1
noodle,chopstick,0,0,0,0,0,0,0,1
sauce,fridge,0,0,0,0,0,0,0,1
lamp,turn-on,1,0,0,1,0,0,0,0
sprout,cook,1,0,0,1,0,0,0,0
roll:kitchen,put-down,1,0,0,1,0,0,0,0
trivet,close,1,0,0,1,0,0,0,0
wall,clean,1,0,0,1,0,0,0,0
drawer,glass,0,0,0,0,0,0,0,1
water,filter:water,0,0,0,0,0,0,0,1
fork,sink,0,0,0,0,0,0,0,1
leaf:salad,wash,1,0,0,1,0,0,0,0
onion,saucepan,0,0,0,0,0,0,0,1
tray:pizza,pick-up,1,0,0,1,0,0,0,0
table,bag:pasta,0,0,0,0,0,0,0,1
clothes,water:remove,0,0,0,0,0,0,0,1
peach,put,1,0,0,1,0,0,0,0
bowl:salad,move,1,0,0,1,0,0,0,0
wok,detergent,0,0,0,0,0,0,0,1
spatula,sink,0,0,0,0,0,0,0,1
jug,rack:drying,0,0,0,0,0,0,0,1
sponge:soap,lather,1,0,0,1,0,0,0,0
knife,shelf,0,0,0,0,0,0,0,1
salt,pasta,0,0,0,0,0,0,0,1
holder:pot,pick-up,1,0,0,1,0,0,0,0
corn,turn,1,0,0,1,0,0,0,0
strainer,mesh,0,0,0,0,0,0,0,1
grill,dry,1,0,0,1,0,0,0,0
scale,turn-on,1,0,0,1,0,0,0,0
